Column1	Column2
1987	 ( democratic republic , 1946 ) . quân_đội . ban nghiên_cứu lịch sứ_quân đội . lịch_sử quân_đội nhân_dân việt nam [ của ] ban nghiên_cứu lịch sứ_quân đội , tống cục chính_trị . in lẩn thứ 3 . xx v . [ 1 ] + hà_nội , quân_đội nhân_dân , 1977 + ưa853 . 
1987	việt nam dẫu tranh
1987	việt nam dẫu tranh và xây_dựng
1987	 việt nam , non_sông gẫm vóc , dân_tộc anh_hùng , nghìn năm văn hiền . 
1987	 việt nam trên sân khẫu thề giới ; phần giới_thiệu , vũ đình phòng ; người dịch , vũ đỉnh phòng , thiẽt vũ , h t ha nọi , văn_hóa , 1979 . 
1987	quang chiền và công thư dịch
1987	việt nam và thề giới
1987	việt nam ý_nghĩa của những con sô
1987	bi_ca người vượt biến : truyện_thơ .
1987	 tị nan trường_ca . v . 1 + [ silver spring , md , tủ_sách con rồng ] 1980 + pl4378 . 9 . 
1987	đầt đen và hoa thắm . in lần thứ 1 .
1987	khẩn_trương và tích_cực đấy mạnh phong trảo hợp_tác_hóa nông_nghiệp ổ ' miển nam .
1987	quan âm thị kính .
1987	con_bé tôi yêu . [ california ? ] anh_vũ [ 1980 ? ] pl4378 . 9 .
1987	môi hổng : truyện dải phóng_sự .
1987	thương mầu phẫn bảng .
1987	cho người tỉnh mong_manh .
1987	góc bé bên trời .
1987	võ hoàng a / ií/tưỏng năng tiền
1987	đội bóng_rổ thiêu niên ; bìa và minh_họa của chi lăng .
1987	mãng bão : tiểu thuyèt ; bia và minh_họa của trương hiêu .
1987	rượu_chát : tiểu thuyềt .
1987	phong_trào công_nhân miển nam .
1987	 võ nguyên giáp , cả nước một_lòng bảo_vệ vững_chắc tố quôc việt nam xã_hội_chủ_nghĩa . 
1987	chiền tranh giải_phóng dân_tộc vá chiền tranh bảo_vệ tổ quồc .
1987	đấy mạnh cuộc cách_mạng_khoa_học kỹ_thuật trong nông_nghiệp nước ta .
1987	khoa_học vể biển vả kinh tề miển biến .
1987	thanh_niên với cách_mạng_khoa_học kỹ_thuật .
1987	vẽ nhiệm_vụ xây_dựng kinh tề của quân_đội nhân_dân việt nam .
1987	vể sức_mạnh tổng hạp của cách_mạng việt nam .
1987	vị_trí chien lược của chien tranh nhân_dân ờ địa_phương vả của các lực_lượng_vũ_trang địa_phương .
1987	xây_dựng kinh tẽ : một nhiệm_vụ chính_trị quan_trọng của quân_đội trong giai_đoạn mới .
1987	vài hổi ức về điện biên phủ . in lẩn thứ 4 .
1987	 [ 2 ] + hà_nội , khoa_học và kỹ_thuật , 1981 + ql691 . 
1987	vô sán hóa : hổi ký cách_mạng
1987	 tai mũi họng thực_hành . in lẩn thứ 2 có sứa chửa . v . [ 1 ] + ha nội , v học , 1979 + rf46 . 
1987	35 năm phát_triển sự_nghiệp giáo_dục_phổ_thông .
1987	 học_tập những phường tiển tiền . [ thành phô hổ chí minh , s . 
1987	vể những xã tiển tiền ngoại_thành . [ thành phô hổ chí minh ] thành phô hổ chí minh .
1987	hành_khúc mùa xuân : trường_ca .
1987	thủy triểu : truyện_ký .
1987	vòm_trời biên_giới : thơ
1987	 vôn ghin , v 
1987	kháo vể tiểu thuyềt
1987	miên g ngon hà_nội .
1987	truyện_cổ việt nam [ của ] vũ tường khanh [ i . e . vũ bằng ] .
1987	qua hướng hóa : truyện và ký .
1987	một sô vân để cằp cứu bụng .
1987	những nhiễm_độc cẵp thường gập .
1987	quê_hương vả dân_tộc : tuyến tạp thi_ca .
1987	 cam pu chia , đầt nước xanh_tươi ; bìa và minh_hoạ của tôn đức lượng . 
1987	mùa xuân vể : truyện .
1987	tìm_hiểu chề độ ruộng đẫt việt nam nứa đẩu thè kỷ xix .
1987	con_người mới việt nam và sứ_mệnh quang_vinh cúa vãn nghệ .
1987	tỉm hiểu các quan điếm cơ_bản của đảng vể công_tác y tè .
1987	đạo làm người nguyễn công trứ .
1987	ký_sự miển đẵt lửa .
1987	tre xanh : truyện .
1987	kỷ_niệm và di_tích nguyễn trãi ở thanh hóa .
1987	 tục_ngữ , ca_dao , dân_ca việt nam . in lẩn thứ 8 , có sứa chữa và bổ_sung . 
1987	 đáng , người lãnh_đạo , giáo_dục và rèn_luyện thanh_niên ta 
1987	những vần để cơ_bản trong công_tác kề họach hóa của cẫp huyện .
1987	thủ_đoạn chính_trị . [ tái_bản lần thứ 2 .
1987	 tướng mệnh học kháo luận . garden grove , ca , hổn nươc [ 198 ] + bf859 . 
1987	con_người cẫt cánh ; bia của phùng phẩm : minh_họa của anh sơn .
1987	câu_chuyện bắt_đầu_từ những đưá tré : truyện_ngắn . in lần thứ 1
1987	gánh_vác : tập truyện_ngắn . tái bán có sứa chữa bố sung .
1987	 rổng váng vượt biển . sea crossing , ordeals & sagas of the vietnamese boat people . 
1987	 miển đầt đợi_chờ : truyện , 
1987	 tóm_tắt đặc_điểm các họ cây thuôc ; có kèm theo bảng tra_cứu tên , họ của một sô cây thông_thường . in lẩn thứ 2 , có sửa_chữa và bổ_sung . 
1987	 từ_điển pháp việt pháp chính kinh_tài xã_hội dictionnaire fran ç ais vietnamien des sciences juridiques , politiques , économiques , finan cières et sociologiques . 
1987	loạn khuẩn đường ruột và tác_dụng điểu trị của colisuptil [ c û a ] vũ văn ngũ và những người cộng_sự .
1987	vùng_ven sông nhị
1987	ds556 .
1987	tinh còn : thơ .
1987	vương hổng sẻn
1987	vương hổng sển
1987	vương hổng sến
1987	vương hổng sển
1987	vương hổng sển
1987	 nóh pacõh yoan anh . ngữ_vựng pacoh việt anh . pacoh vietnamese english . huntington beach , originally published : 2nd ed . 
1987	vương hổng sến
1987	vương hổng sến
1987	 hội truyển bá quôc ngữ : một tổ_chức công_khai của đảng chòng nạn mủ chữ , 1938 1945 . 
1987	những sắc_màu quê_hương : thơ ; in lẩn thứ 1 .
1987	trưỏmg thành trong chiền đầu : hổi ký .
1987	khoảng trời quê_hương : thơ .
1987	xa thành phô : truyện_ký
1987	xây_dựng văn_hóa mới ờ nông_thôn
1987	 xing nhã ; đăm di : hai bản trường_ca êđê và giarai ; sưu_tầm và dịch , y điêng and others ; biên_soạn , chú_thích , y diêng . 
1987	xông chụ xon xao : phiên_âm tiềng thái
1987	xử án vụ máy_bay gián_điệp biệt_kích c
1987	tiểu_đòan hai pa thét lào ; hùng phi dịch .
1987	đôi cánh : truyện anh_hùng lao_động nguyễn văn tý .
1987	 các nhà_thơ cổ_điển việt nam : tiểu_luận , 1950 1980 . v . 2 + hà_nội , văn_học , 1982 + pl4378 . 2 . 
1987	gứí hương cho gió .
1987	 lương thông_tin và những kỹ_sư tâm hổn ẫy : tiểu_luận , phê_bình . 
1987	 thánh_ca : thơ , 1967 1980 . 
1987	thơ thơ .
1987	trường_ca .
1987	đọc nhật_ký trong tù .
1987	 ta lạilá ta : tập văn chào_mừng thảnh công tòt đẹp của quôc hội chung cá_nước khóa thứ 6 , kỳ họp thứ 1 . 
1987	 hoàng_hôn đỏ : tập truyện . hà_nội , lao_động . 
1987	cửa gió : tiểu thuyểt . v . [ 1 ] +
1987	 dòng_họ ô_tô mát ; bia và minh_họa , bùi đức liễn vẽ theo tài_liệu khoa_học . 
1987	một tiềng xa ma khi : tho ' .
1987	hoa đào tháng chín .
1987	đội du_kích thiều niên đình bảng ; bia và minh_họa của huy toàn . in lần thứ 3 .
1987	lảng rừng cà mâu ; bia vá minh_họa của hà quang phương và trần văn phú .
1987	nơi đi và nơi đền : tập thơ .
1987	khúc hát mỏ 1 đẩu ; bia và minh_họa của triệu khắc lê .
1987	đường xuân : thơ .
1987	 xuân trên đầt lửa : gương thanh_niên quảng bình , vình linh vừa chiền đẵu vừa sán xuẵt . 
1987	thời tiềt ngày_mai : tiểu thuyẽt
1987	xóm vắng [ của ] xuân trình . gió cuồn [ của ] nguyễn đình quý . hoa và có dại [ của ] doãn hoàng giang .
1987	đường đi không đen : hổi ký vượt trường sơn .
1987	truyện cố ê đê .
1987	 xing nhã , đăm di . in lẩn thứ 1 . 
1987	như cơn mộng_du
1987	y ' ên lan
